domain,page,website,IXOprice,currentPrice,ROI,discord_urls,twitter_urls,telegram_urls,ticktok_urls,instagram_urls,facebook_urls,youtube_urls,github_urls,linkedin_urls
duo.network,https://cryptorank.io/ico/duo-network,https://duo.network/?utm_source=cryptorank,0.150,0.00299,0.02,,https://twitter.com/duo_network,https://t.me/duonetwork,,,,,https://github.com/FinBook,
hnb.eco,https://cryptorank.io/ico/hashnet-biteco,https://hnb.eco/?utm_source=cryptorank,0.278,0.00013,0,,https://twitter.com/HNB_ECO,https://t.me/CryptoRankNews,,,,,https://github.com/hnb-ECO,
dexon.org,https://cryptorank.io/ico/dexon,https://dexon.org/?utm_source=cryptorank,0.150,0.031,0.21,,https://twitter.com/CryptoRank_io,https://t.me/dexon_foundation,,,https://www.facebook.com/DEXON.Foundation/,,https://github.com/dexon-foundation/,
stakingpool.org,https://cryptorank.io/ico/stakepool,https://stakingpool.org/?utm_source=cryptorank,0.00128,0.0000382,: ,,https://twitter.com/CryptoRank_io,https://t.me/STAKINGOfficial,,,,,,
polygon.technology,https://cryptorank.io/ico/matic-network,https://polygon.technology/?utm_source=cryptorank,0.00263,2.39,USD,,https://twitter.com/0xPolygon,https://t.me/polygonofficial,,,,,ttps://github.com/maticnetwork,
theforceprotocol.com,https://cryptorank.io/ico/force-protocol,https://www.theforceprotocol.com/?utm_source=cryptorank,0.02,0.0718,: ,,https://twitter.com/Force_Protocol,https://t.me/theforceprotocol666,,,,,https://github.com/thefortube,https://www.linkedin.com/company/the-force-protocol/
cnns.io,https://cryptorank.io/ico/cnns,https://cnns.io/?utm_source=cryptorank,0.006,0.00178,: ,,https://twitter.com/CoinNessCom,https://t.me/coinnessofficial,,,https://www.facebook.com/CoinNessCom/,,,
ludos.one,https://cryptorank.io/ico/ludos,https://www.ludos.one/?utm_source=cryptorank,0.01,0.00053,USD,,https://twitter.com/LudosProtocol,https://t.me/LudosProtocol,,,https://www.facebook.com/project.ludos/,,,
atlas.world,https://cryptorank.io/ico/atlas-network,https://atlas.world/?utm_source=cryptorank,0.06,0.00482,: ,,https://twitter.com/AtlasEcosystem,https://t.me/AtlasEcosystem,,,https://www.facebook.com/atlasecosystem/,,,
x-block.io,https://cryptorank.io/ico/x-block,https://x-block.io/?utm_source=cryptorank,0.0055,0.0000607,: ,,https://twitter.com/XBlockOfficial,https://t.me/XblockOfficial,,,https://www.facebook.com/XBlockChain/,,,
gatechain.io,https://cryptorank.io/ico/gatechain-token,https://gatechain.io/?utm_source=cryptorank,0.400,6.46,16.16,,https://twitter.com/gatechain_io,https://t.me/CryptoRankNews,,,,,https://github.com/gatechain,
universalprotocol.io,https://cryptorank.io/ico/univeral-protocol,https://universalprotocol.io/?utm_source=cryptorank,0.01,0.00185,0.18,,https://twitter.com/UPPlatform,https://t.me/universalprotocolplatform,,,https://www.facebook.com/UPPlatform/,,,
iotedge.co,https://cryptorank.io/ico/iotedge-network,https://iotedge.co/?utm_source=cryptorank,0.03,0.00104,0.03,,https://twitter.com/iotedgechain,https://t.me/IotedgeOfficalEN,,,https://facebook.com/iotedge,,,
ico.ioex.vip,https://cryptorank.io/ico/ioe-x,https://ico.ioex.vip/?utm_source=cryptorank,0.570,0.0101,0.02,,https://twitter.com/ioexnetwork,https://t.me/ioeXnetwork_EN,,,https://www.facebook.com/IOEXnetwork-195925017798496/,,https://github.com/ioexnetwork,https://www.linkedin.com/company/ioex-network/
facepower.cc,https://cryptorank.io/ico/facepower,http://facepower.cc/?utm_source=cryptorank,0.0209,0.032,: ,,https://twitter.com/FacepowerAsset,https://t.me/FAC_English,,,,,,
newtonproject.org,https://cryptorank.io/ico/newton-project,https://www.newtonproject.org?utm_source=cryptorank,0.0024,0.000288,0.12,,https://twitter.com/newton_project,https://t.me/Newtonproject,,,https://www.facebook.com/newtonproject,,,https://www.linkedin.com/company/carbon-12/
en.bicoin.info,https://cryptorank.io/ico/bicoin,http://en.bicoin.info/?utm_source=cryptorank,0.027,0.032,1.19,,https://twitter.com/CryptoRank_io,http://t.me/bicointel,,,,,,
oaths.io,https://cryptorank.io/ico/oath-protocol,https://oaths.io/?utm_source=cryptorank,0.0014,1.00e-6,0,,https://twitter.com/OathProtocol,https://t.me/oathsio,,,https://www.facebook.com/oathprotocol/,,https://github.com/OathsIO,
unification.com,https://cryptorank.io/ico/unification,https://unification.com?utm_source=cryptorank,0.05,0.0478,0.96,,https://twitter.com/unificationUND,https://t.me/unificationfoundation,,,,,,
block-cloud.io,https://cryptorank.io/ico/blockcloud,http://www.block-cloud.io/?utm_source=cryptorank,0.005,0.00151,0.3,,https://twitter.com/BlockcloudTeam,https://t.me/BlockcloudTeam,,,https://www.facebook.com/BlockCloud-2005259016468372/,,,
mtv.ac,https://cryptorank.io/ico/multivac,https://www.mtv.ac?utm_source=cryptorank,0.006,0.00906,: ,,https://twitter.com/MultiVAC_Global,https://t.me/MTVCommunity,,,,,,
veriblock.org,https://cryptorank.io/ico/veriblock,https://www.veriblock.org?utm_source=cryptorank,0.100,0.00462,: ,,https://twitter.com/veriblock,,,,,,https://github.com/VeriBlock/nodecore-releases,
paytomat.com,https://cryptorank.io/ico/paytomat,https://paytomat.com/?utm_source=cryptorank,0.00639,0.000337,: ,,https://twitter.com/paytomat,https://t.me/paytomat,,,,,https://github.com/Paytomat,https://www.linkedin.com/company/paytomat/
v.systems,https://cryptorank.io/ico/v-systems,https://www.v.systems/?utm_source=cryptorank,0.0265,0.0203,0.77,,https://twitter.com/VSYSCoin,https://t.me/VSYSOfficialGroup,,,https://www.facebook.com/vsystemsofficial,https://www.youtube.com/channel/UC3tnJX2dztNKh2yJxFVSDAw,https://github.com/virtualeconomy/v-systems,
lightstreams.network,https://cryptorank.io/ico/lightstreams,https://lightstreams.network?utm_source=cryptorank,0.150,0.014,0.09,,https://twitter.com/lightstreams_io,https://t.me/lightstreams,,,https://www.facebook.com/Lightstreams-169874263742618/,,https://github.com/lightstreams/lightstreams,
topnetwork.org,https://cryptorank.io/ico/top-network,https://www.topnetwork.org/?utm_source=cryptorank,0.00255,0.000942,0.37,,https://twitter.com/topnetwork_top,https://t.me/topnetwork_top,,,https://www.facebook.com/topnetworktop/,,,
lition.io,https://cryptorank.io/ico/lition,https://www.lition.io/?utm_source=cryptorank,0.100,0.00375,0.04,,https://twitter.com/lition_block,https://t.me/LitionEnergy,,,https://www.facebook.com/LitionOfficial,,https://github.com/lition-blockchain,https://www.linkedin.com/company/18599556
celer.network,https://cryptorank.io/ico/celer-network,https://www.celer.network/?utm_source=cryptorank,0.0067,0.0819,: ,,https://twitter.com/CelerNetwork,https://t.me/celernetwork,,,,,https://github.com/celer-network,
dos.network,https://cryptorank.io/ico/dos-network,https://dos.network?utm_source=cryptorank,0.012,0.0187,1.56,,https://twitter.com/DosNetwork,https://t.me/dosnetwork_en,,,,,https://github.com/DOSNetwork,
jamaa.com,https://cryptorank.io/ico/armors-labs,https://jamaa.com/?utm_source=cryptorank,0.00139,0.000153,: ,,https://twitter.com/LabsArmors,https://t.me/HNB_ECO,,,,,,
terra.money,https://cryptorank.io/ico/luna,https://terra.money/?utm_source=cryptorank,0.800,84.52,105.65,https://discord.gg/bYfyhUT,https://twitter.com/terra_money,,,,,,,
fetch.ai,https://cryptorank.io/ico/fetch-ai,https://fetch.ai?utm_source=cryptorank,0.0867,0.551,: ,,https://twitter.com/fetch_ai,https://t.me/fetch_ai,,,,https://www.youtube.com/channel/UCrEQK_X2Vm1kCtftlRoodXA,https://github.com/fetchai,https://www.linkedin.com/company/fetch-ai/
bittorrent.com,https://cryptorank.io/ico/bittorrent,https://www.bittorrent.com/btt/?utm_source=cryptorank,0.00012,0.00294,USD,,https://twitter.com/BitTorrent,https://t.me/BTTBitTorrent,,,https://www.facebook.com/bittorrent/,https://www.youtube.com/channel/UCzYgPFi_9RqlZI6I7YQDh_Q,https://github.com/bittorrent,
vanta.network,https://cryptorank.io/ico/vanta-network,https://vanta.network?utm_source=cryptorank,0.00088,0.0000412,USD,,https://twitter.com/vantanetwork,https://t.me/vantanetwork,,,https://www.facebook.com/vantanetwork/,,,https://www.linkedin.com/company/vantanetwork/
lto.network,https://cryptorank.io/ico/lto-network,https://lto.network?utm_source=cryptorank,0.0302,0.381,: ,,https://twitter.com/LTOxVIDT,https://t.me/LTOnetwork,,,,https://www.youtube.com/channel/UCaHcF-xterKYTKSpY4xgKiw,https://github.com/legalthings,https://www.linkedin.com/company/legalthings/
inmax.live,https://cryptorank.io/ico/inmax,https://inmax.live/?utm_source=cryptorank,1.1,0.00739,: ,,https://twitter.com/inmax_exchange,https://t.me/inmax_exchange_news,,,https://www.facebook.com/inmax.official/,https://www.youtube.com/channel/UCcy25tWOJjXqk7QqsBlGr_Q,https://github.com/InMax-Exchange,
freldo.com,https://cryptorank.io/ico/freldocoinx,https://freldo.com/?utm_source=cryptorank,0.400,0.222,USD,,https://twitter.com/FreldoGroup,https://t.me/FreldoChat,,,https://www.facebook.com/FreldoGroup/,https://www.youtube.com/channel/UCWsvI0LW9v89ns4xEwYBD-w,https://github.com/FreldoZL/FreldoCoinX,https://www.linkedin.com/company/freldo/
quickx.io,https://cryptorank.io/ico/quickx,https://www.quickx.io/?utm_source=cryptorank,,0.00742,0,,https://twitter.com/quickxprotocol,https://t.me/quickxprotocol,,,https://facebook.com/quickxprotocol,,,https://www.linkedin.com/company/13657076/
electronicenergycoin.com,https://cryptorank.io/ico/electronic-energy-coin,https://electronicenergycoin.com/?utm_source=cryptorank,0.500,0.00197,0,,https://twitter.com/e2coin,https://t.me/CryptoRankNews,,,,,https://github.com/ElectronicEnergyCoin,
maxcrowdfund.com,https://cryptorank.io/ico/max-property-group,https://maxcrowdfund.com/?utm_source=cryptorank,0.110,0.01,0.09,,https://twitter.com/maxpropertyG,https://t.me/MaxPropGrp,,,https://www.facebook.com/MaxPropertyGrp/,https://www.youtube.com/maxpropertygroup,,https://www.linkedin.com/company/maxpropertygroup/
biser.io,https://cryptorank.io/ico/biser,https://biser.io/?utm_source=cryptorank,0.045,0.332,7.38,,https://twitter.com/bisercoin,http://t.me/bisercoin,,,https://www.facebook.com/Biser-1068460866643478,https://www.youtube.com/channel/UC15_6sqClh6RnE0NqlOTJJg,,
contentos.io,https://cryptorank.io/ico/contentos,https://www.contentos.io/?utm_source=cryptorank,0.016,0.0255,1.59,,https://twitter.com/contentosio,https://t.me/ContentoOfficialGroup,,,,,,
probit.com,https://cryptorank.io/ico/probit-token,https://www.probit.com/en-us/token?utm_source=cryptorank,0.200,0.301,1.51,,https://twitter.com/ProBit_Exchange,https://t.me/ProbitEnglish,,,https://www.facebook.com/probitexchange,,,
thecurrencyanalytics.com,https://cryptorank.io/ico/the-currency-analytics,https://thecurrencyanalytics.com?utm_source=cryptorank,0.100,0.0000379,: ,,https://twitter.com/thecurrencyA,https://t.me/TheCurrencyAnalytics,,,https://www.facebook.com/TheCurrencyAnalytics/,,https://github.com/thecurrencyanalytics,https://www.linkedin.com/company/cryptocurrencyanalytics/
temco.io,https://cryptorank.io/ico/temco,https://www.temco.io?utm_source=cryptorank,0.00633,0.00632,1,,https://twitter.com/TEMCOLABS,https://t.me/TEMCOLABS,,,https://www.facebook.com/TEMCOLABS/,,https://github.com/temcolabs/token,
everycoin.io,https://cryptorank.io/ico/everycoin,https://www.everycoin.io/?utm_source=cryptorank,,0.0000296,0,,https://twitter.com/AaronJin20,https://t.me/aaron_platform,,,https://www.facebook.com/aaron.jin.5895,,https://github.com/aaron-platform,
contentsprotocol.io,https://cryptorank.io/ico/contents-protocol,https://contentsprotocol.io/?utm_source=cryptorank,0.0014,0.00177,: ,,https://twitter.com/contents_prtcl,https://t.me/contents_protocol_en,,,https://www.facebook.com/ContentsProtocol/,,,https://www.linkedin.com/company/copyright-protocol/
about.v-id.org,https://cryptorank.io/ico/v-id,https://about.v-id.org/?utm_source=cryptorank,0.400,0.914,2.29,,https://twitter.com/v_id_blockchain,https://t.me/vidtoken,,,,,https://github.com/V-ID/V-ID-Token,https://www.linkedin.com/company/v-id/
soar.earth,https://cryptorank.io/ico/soar,https://soar.earth?utm_source=cryptorank,0.200,0.000556,: ,,https://twitter.com/Soar_Earth,https://t.me/SoarEarth,,,,,https://github.com/SoarEarth,
bizkey.io,https://cryptorank.io/ico/bizkey,https://bizkey.io?utm_source=cryptorank,0.0212,0.000114,: ,,https://twitter.com/bizkeyio,https://t.me/bizkey_chat,,,https://www.facebook.com/bizkey/,,https://github.com/Bzky/Bzky,
snapparazzi.io,https://cryptorank.io/ico/snapcoin,https://snapparazzi.io?utm_source=cryptorank,0.180,0.000382,0,,https://twitter.com/Snapparazzi1,,,,https://www.facebook.com/Snapparazzi-246212909487253/,https://www.youtube.com/channel/UC3D8MlueOFOKjGR8yaBRLBg/featured?disable_polymer=1,https://github.com/snapparazzi,https://www.linkedin.com/company/snapparazzi-ltd/
bluechips-token.com,https://cryptorank.io/ico/bluechips,https://www.bluechips-token.com/?utm_source=cryptorank,0.00002,4.20e-6,: ,,https://twitter.com/bchiptoken,https://t.me/BluechipsToken/,,,https://facebook.com/bchiptoken/,,https://github.com/BCHIPTOKEN,
mileageto.com,https://cryptorank.io/ico/m2o,https://www.mileageto.com?utm_source=cryptorank,0.0068,0.000168,: ,,https://twitter.com/m2o29279408,https://t.me/M2O_ENG,,,https://www.facebook.com/m2omanager/,,,
eterbase.com,https://cryptorank.io/ico/eterbase,https://www.eterbase.com?utm_source=cryptorank,0.015,0.00256,0.17,,https://twitter.com/CryptoRank_io,https://t.me/eterbase,,,,,,
ico.travelnote.io,https://cryptorank.io/ico/travelnote,https://ico.travelnote.io/?utm_source=cryptorank,0.150,0.00809,USD,,https://twitter.com/TravelNote2,https://t.me/TravelnoteICO,,,https://www.facebook.com/travelnoteco,,https://github.com/TVNT/Smartcontract/issues,
ultrain.io,https://cryptorank.io/ico/ultrain,http://www.ultrain.io/?utm_source=cryptorank,0.200,0.00244,0.01,,https://twitter.com/UltrainB,https://t.me/ultrain,,,https://www.facebook.com/Ultraincommunity/,,,https://www.linkedin.com/company/ultrain/
icechain.io,https://cryptorank.io/ico/icechain,https://icechain.io/?utm_source=cryptorank,0.100,3.56e-6,: ,,https://twitter.com/theicechain,https://t.me/theicechain,,,https://www.facebook.com/theicechain,https://www.youtube.com/channel/UC46vRZJCmMWCuGyPomoni2A,https://github.com/icechain,
genesistoken.co,https://cryptorank.io/ico/genesis,https://genesistoken.co/?utm_source=cryptorank,,3.80e-7,0,,https://twitter.com/Genesis_Token,https://t.me/CryptoRankNews,,,,,,
touristreview.io,https://cryptorank.io/ico/tourist-review-token,https://touristreview.io?utm_source=cryptorank,4.00e-6,0.0000409,: ,,https://twitter.com/TRET_Global,https://t.me/touristreviewofficial,,,https://www.facebook.com/TouristReviewGlobal,,https://github.com/tretchainvn,https://linkedin.com/in/huynh-ngoc-dang-huynhdang-87a0b1158/
moon.family,https://cryptorank.io/ico/moonx,https://moon.family/?utm_source=cryptorank,0.0825,0.00048,: ,,https://twitter.com/MoonX555,https://t.me/Moon_Money,,,https://www.facebook.com/MoonX333,,,https://www.linkedin.com/company/moonx333/
vena.network,https://cryptorank.io/ico/vena-network,https://www.vena.network/?utm_source=cryptorank,0.0181,0.000592,: ,,https://twitter.com/VenaProtocol,https://t.me/vena_network,,,https://www.facebook.com/Vena-Network-207271413455484/,,https://github.com/venanetwork,
bitex.global,https://cryptorank.io/ico/bitex-xbx,https://bitex.global/?utm_source=cryptorank,1,0.000488,0,,https://twitter.com/bitex_global,https://t.me/Bitex_Global_Official,,,https://www.facebook.com/bitex.global/,,,
luxurium.co,https://cryptorank.io/ico/luxurium,https://luxurium.co/?utm_source=cryptorank,,0.000579,,,https://twitter.com/Luxuriumcrypto,https://t.me/luxuriumofficial,,,https://www.facebook.com/luxuriumcrypto,,,
bgogo.com,https://cryptorank.io/ico/bgogoindex,https://bgogo.com/?utm_source=cryptorank,,0.157,0.41,,https://twitter.com/CryptoRank_io,https://t.me/Bgogo,,,https://www.facebook.com/BgogoExchange/,,,
bolt.global,https://cryptorank.io/ico/bolt-token,https://bolt.global/?utm_source=cryptorank,0.03,0.00494,: ,,https://twitter.com/Bolt_Global,https://t.me/BoltGlobal,,,,,,https://www.linkedin.com/company/bolt-global/
oceanex.pro,https://cryptorank.io/ico/oceanex,https://oceanex.pro/?utm_source=cryptorank,0.00152,0.00153,: ,,https://twitter.com/OceanexOfficial,https://t.me/OceanEx_Official,,,,,,
stemcell-pj.net,https://cryptorank.io/ico/stem-cell-coin,https://www.stemcell-pj.net/?utm_source=cryptorank,0.0257,0.00141,0.05,,https://twitter.com/STEM_CELL_COIN,https://t.me/stemcellcoin,,,https://www.facebook.com/SCC-169216903880909/,,,
atlasp.io,https://cryptorank.io/ico/atlas-protocol,https://atlasp.io/?utm_source=cryptorank,0.01,0.000644,0.06,,https://twitter.com/atlaspio,https://t.me/atlaspio,,,https://www.facebook.com/atlas.protocol,,https://github.com/AtlasProtocol/ATP,https://www.linkedin.com/company/atlas-protocol/
mxc.org,https://cryptorank.io/ico/mxc,https://www.mxc.org?utm_source=cryptorank,0.015,0.0588,: ,,https://twitter.com/MXCfoundation,https://t.me/mxcfoundation,,,https://www.facebook.com/MXCfoundation,,,
caspian.tech,https://cryptorank.io/ico/caspian,https://caspian.tech?utm_source=cryptorank,0.0488,0.00989,0.2,,https://twitter.com/Caspian_Tech,https://t.me/Caspian_Tech,,,,,,https://www.linkedin.com/company/caspian-tech/
moneynet.io,https://cryptorank.io/ico/moneynet,https://moneynet.io/en/?utm_source=cryptorank,,0.0000907,0.01,,https://twitter.com/gotmoneynet,https://t.me/mncio_official,,,https://www.facebook.com/mncio/,,https://github.com/gotmoneynet,
tronclassic.org,https://cryptorank.io/ico/tronclassic,https://www.tronclassic.org/?utm_source=cryptorank,0.01,0.0000408,: ,,https://twitter.com/TronClassic,https://t.me/ClassicTron,,,,https://www.youtube.com/channel/UCOwp1XMHOiLJ-meqNS4h8HQ,https://github.com/TronClassic-TRXC,
lambda.im,https://cryptorank.io/ico/lambda,https://www.lambda.im?utm_source=cryptorank,0.0125,0.00627,: ,,https://twitter.com/Lambdaim,https://t.me/HelloLambda,,,https://www.facebook.com/Lambdaim,,https://github.com/LambdaIM,https://www.linkedin.com/company/lambdaim/
gamblica.com,https://cryptorank.io/ico/gamblica,https://gamblica.com/?utm_source=cryptorank,,0.00316,0.01,,https://twitter.com/gamblica,https://t.me/gamblicachat,,,https://www.facebook.com/Gamblica/,,https://github.com/gamblica-gmbc/gmbc,
elamacoin.com,https://cryptorank.io/ico/elamachain,http://elamacoin.com?utm_source=cryptorank,0.08,0.00354,0.04,,https://twitter.com/CryptoRank_io,https://t.me/CryptoRankNews,,,,,,
ubex.com,https://cryptorank.io/ico/ubex,https://www.ubex.com?utm_source=cryptorank,0.0027,0.000542,: ,,https://twitter.com/ubex_ai/,https://t.me/UbexAI,,,https://www.facebook.com/UbexAl/,,https://github.com/ubex-ai,https://www.linkedin.com/company/ubex-ai
gutencheck.io,https://cryptorank.io/ico/guten,http://www.gutencheck.io/?utm_source=cryptorank,0.100,0.113,: ,,https://twitter.com/BlockchainGuten?s=06,,,,https://www.facebook.com/GutenCheck/,,,
its.playgame.com,https://cryptorank.io/ico/playgame-token,https://its.playgame.com/?utm_source=cryptorank,0.0471,0.000255,: ,,https://twitter.com/playgame_pxg,https://t.me/playgameICO,,,,,,
mycreditchain.org,https://cryptorank.io/ico/mycreditchain,https://www.mycreditchain.org?utm_source=cryptorank,0.0232,0.00255,: ,,https://twitter.com/mycreditchain,https://t.me/mycreditchain,,,https://www.facebook.com/mycreditchain/,https://www.youtube.com/channel/UCXlNlETef62Sh-YpKjCmPMg,https://github.com/mccdeveloper/MyCreditChain,https://www.linkedin.com/company/mycreditchain/
agrolot.io,https://cryptorank.io/ico/agrolot,https://agrolot.io/?utm_source=cryptorank,1,0.000076,: ,,https://twitter.com/@agrolot,https://t.me/agrolot,,,https://www.facebook.com/agrolot.io/,,,
ankr.com,https://cryptorank.io/ico/ankr-network,https://www.ankr.com/?utm_source=cryptorank,0.0066,0.112,: ,,https://twitter.com/ankr,https://t.me/ankrnetwork,,,,,https://github.com/Ankr-network,https://www.linkedin.com/company/ankr/
metadium.com,https://cryptorank.io/ico/metadium,http://metadium.com/?utm_source=cryptorank,0.0425,0.105,: ,,https://twitter.com/MetadiumG,https://t.me/MetadiumOfficial,,,https://www.facebook.com/Metadium/,,https://github.com/metadium,https://www.linkedin.com/company/metadium/
foresting.io,https://cryptorank.io/ico/foresting-pton,https://foresting.io/?utm_source=cryptorank,0.153,0.000453,: ,,https://twitter.com/foresting_io,https://t.me/foresting_global,,,,,,https://www.linkedin.com/company/foresting/
tolar.io,https://cryptorank.io/ico/tolar-hashnet,https://www.tolar.io?utm_source=cryptorank,0.0306,0.00209,: ,,https://twitter.com/TolarHashNET,https://t.me/tolarofficial,,,https://www.facebook.com/TolarHashNET/,,,https://www.linkedin.com/company/tolar-io/
whenhub.com,https://cryptorank.io/ico/when-token,https://www.whenhub.com/?utm_source=cryptorank,0.250,0.00048,0,,https://twitter.com/WhenHub,https://t.me/WhenHubTokenSale,,,https://facebook.com/WhenHub,,https://github.com/whenhub,
bgogo.com,https://cryptorank.io/ico/bgogo,https://bgogo.com/?utm_source=cryptorank,0.0038,0.000629,: ,,https://twitter.com/BgogoExchange,https://t.me/Bgogo,,,https://www.facebook.com/BgogoExchange,,,
bitnautic.io,https://cryptorank.io/ico/bitnautic-token,https://bitnautic.io/?utm_source=cryptorank,1,0.00214,: ,,https://twitter.com/bitnautic,https://t.me/bitnautic_group,,,https://www.facebook.com/bitnautic/,,https://github.com/Bitnautic,
nash.io,https://cryptorank.io/ico/neonexchange,https://nash.io/?utm_source=cryptorank,1,0.664,0.66,,https://twitter.com/nashsocial,https://t.me/CryptoRankNews,,,,,,https://www.linkedin.com/company/27124160
verasity.io,https://cryptorank.io/ico/verasity,https://verasity.io/?utm_source=cryptorank,0.0075,0.0322,4.3,,https://twitter.com/verasitytech,https://t.me/Verasity_Official,,,https://www.facebook.com/verasitytech,,https://github.com/verasitytech,https://www.linkedin.com/company/verasity/
scanetchain.io,https://cryptorank.io/ico/scanet-world-coin,https://www.scanetchain.io/?utm_source=cryptorank,0.130,9.20e-6,: ,,https://twitter.com/Scanetchain_SWC,http://t.me/scanetchain,,,https://www.facebook.com/Scanetchain-566992760335424,https://www.youtube.com/channel/UCUE5MO9_rxWoX1xWGcjPQHw/,https://github.com/Scanetchain/Scanetchain-ERC20-Token,
photochain.io,https://cryptorank.io/ico/photo-chain,https://photochain.io/?utm_source=cryptorank,0.120,0.00525,0.04,,https://twitter.com/photochain_io,https://t.me/CryptoRankNews,,,https://www.facebook.com/Photochain-141364963181927,,https://github.com/photochain,
carryprotocol.io,https://cryptorank.io/ico/carry-protocol,https://carryprotocol.io/?utm_source=cryptorank,0.0041,0.0104,: ,,https://twitter.com/carryprotocol,https://t.me/carryprotocol,,,https://www.facebook.com/carryprotocol.io/,,,https://www.linkedin.com/company/carry-protocol/
atomicwallet.io,https://cryptorank.io/ico/atomic-wallet-coin,https://atomicwallet.io/?utm_source=cryptorank,0.400,1.04,2.61,,https://twitter.com/atomicwallet,https://t.me/atomicwalletchat,,,https://www.facebook.com/atomicwallet,,,
bionic-coin.io,https://cryptorank.io/ico/bionic,https://bionic-coin.io/?utm_source=cryptorank,0.02,0.0000511,: ,,https://twitter.com/bionic_coin,,,,,,https://github.com/bioniccoin/BNC,
moonlight.io,https://cryptorank.io/ico/moonlight,https://moonlight.io?utm_source=cryptorank,0.0165,0.000968,: ,,https://twitter.com/Moonlightdotio,https://t.me/CryptoRankNews,,,https://www.facebook.com/moonlight.io,,,https://www.linkedin.com/company/moonlight-io
incodium.io,https://cryptorank.io/ico/incodium,https://incodium.io/?utm_source=cryptorank,0.0093,1.32e-6,0,,https://twitter.com/Incodium_Daniel,https://t.me/incodium,,,https://www.facebook.com/incodium.io/,https://www.youtube.com/c/incodium,https://github.com/nemolab-project/incodium/,
metahash.org,https://cryptorank.io/ico/metahash,https://metahash.org?utm_source=cryptorank,0.0391,0.00787,: ,,https://twitter.com/themetahash,https://t.me/metahash_eng,,,https://www.facebook.com/MetaHash/,,https://github.com/metahashorg,https://www.linkedin.com/company/27209614/
hedera.com,https://cryptorank.io/ico/hedera-hashgraph,https://www.hedera.com/hbar?utm_source=cryptorank,0.120,0.332,2.77,,https://twitter.com/hedera,https://t.me/hederahashgraph,,,https://www.facebook.com/hashgraph,https://www.youtube.com/c/HederaHashgraph,,https://www.linkedin.com/company/hashgraph/
origo.network,https://cryptorank.io/ico/origo-network,https://origo.network/?utm_source=cryptorank,0.120,0.00174,: ,,https://twitter.com/OrigoNetwork,https://t.me/origoofficialgroup,,,https://www.facebook.com/Origo-Network-560479740982667/,,https://github.com/origonnetwork/origo.github.io,
foam.space,https://cryptorank.io/ico/foam-protocol,https://foam.space/?utm_source=cryptorank,0.08,0.0533,: ,,https://twitter.com/foamspace,https://t.me/foamspace,,,https://www.facebook.com/foamprotocol/,,https://github.com/f-o-a-m/,https://www.linkedin.com/company/foam-corp/
dxchain.com,https://cryptorank.io/ico/dxchain,https://www.dxchain.com/?utm_source=cryptorank,0.0014,0.000517,USD,,https://twitter.com/DxChainNetwork,https://t.me/dxchain,,,https://www.facebook.com/DxChain-179719632741800/,,,
usechain.net,https://cryptorank.io/ico/usechain,https://www.usechain.net?utm_source=cryptorank,0.0049,0.000437,: ,,https://twitter.com/usechain,https://t.me/usechaingroup,,,https://www.facebook.com/UsechainFoundation/,,https://github.com/usechain,https://www.linkedin.com/company/usechain/
crypto-angel.com,https://cryptorank.io/ico/crypto-angel,https://www.crypto-angel.com/?utm_source=cryptorank,0.405,0.00607,0.01,,https://twitter.com/cryptoangelcoin,https://t.me/crypto_angel_community,,,https://www.facebook.com/crypto.angel.coin/,,,https://www.linkedin.com/company/18331930/
asuracoin.io,https://cryptorank.io/ico/asura-coin,https://asuracoin.io/?utm_source=cryptorank,0.02,0.00226,0.11,,https://twitter.com/asuracoin,https://t.me/asuracoin,,,https://www.facebook.com/asuracoin,,https://github.com/asuracoin,https://www.linkedin.com/company/asura-world/
originprotocol.com,https://cryptorank.io/ico/origin-protocol,https://www.originprotocol.com/?utm_source=cryptorank,0.136,0.657,4.82,,https://twitter.com/originprotocol,https://t.me/originprotocol,,,https://www.facebook.com/originprotocol,,https://github.com/OriginProtocol,https://www.linkedin.com/company/originprotocol/
bitforex.com,https://cryptorank.io/ico/bitforex-token,https://bitforex.com?utm_source=cryptorank,0.0282,0.00692,0.25,,https://twitter.com/bitforexcom,https://t.me/bitforexofficial,,,https://www.facebook.com/bitforexcom,,https://github.com/bitforexcom,
farmatrust.io,https://cryptorank.io/ico/farmatrust,https://www.farmatrust.io?utm_source=cryptorank,0.05,0.0101,USD,,https://twitter.com/farmatrust,https://t.me/farmatrust,,,https://www.facebook.com/farmatrustchain,,,https://www.linkedin.com/company/farmatrust/
online.io,https://cryptorank.io/ico/online,https://online.io/?utm_source=cryptorank,0.04,0.00109,0.03,,https://twitter.com/Online_OIO/,https://t.me/OnlineIO,,,https://www.facebook.com/Online.io/,https://www.youtube.com/channel/UCkmFqOjm3-1NjGxeATN1b_A,https://github.com/Online-io,https://www.linkedin.com/company/online-io-blockchain-technologies/
market.globatalent.com,https://cryptorank.io/ico/globatalent,https://market.globatalent.com/?utm_source=cryptorank,0.07,0.00076,0.01,,https://twitter.com/globatalent,https://t.me/globatalent,,,https://www.facebook.com/globatalent.official,,https://github.com/Globatalent,
